Date Published,DeviceID,Latitude,Longitude,Accuracy,Timestamp,Confidence,geometry
2020-07-29 11:22:34.631000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1140052,8.679554199999998,116,2020-07-29 11:16:06+02:00,2,POINT (8.679554199999998 50.1140052)
2020-07-29 11:22:34.631000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1140052,8.679554199999998,115,2020-07-29 11:16:06+02:00,2,POINT (8.679554199999998 50.1140052)
2020-07-29 11:22:34.631000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1140052,8.679554199999998,117,2020-07-29 11:16:06+02:00,2,POINT (8.679554199999998 50.1140052)
2020-07-29 11:20:52.541000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1134638,8.6790076,115,2020-07-29 11:16:06+02:00,2,POINT (8.6790076 50.1134638)
2020-07-29 11:22:34.631000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1140052,8.679554199999998,122,2020-07-29 11:16:06+02:00,2,POINT (8.679554199999998 50.1140052)
2020-07-29 11:39:37.643000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1137596,8.6789504,115,2020-07-29 11:16:14+02:00,2,POINT (8.6789504 50.1137596)
2020-07-29 11:21:11.058000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.11398270000001,8.6791536,115,2020-07-29 11:16:15+02:00,2,POINT (8.679153599999999 50.11398270000001)
2020-07-29 11:20:52.541000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.113713,8.6792015,115,2020-07-29 11:16:20+02:00,2,POINT (8.6792015 50.113713)
2020-07-29 11:21:11.058000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1139259,8.6790728,115,2020-07-29 11:16:23+02:00,2,POINT (8.6790728 50.1139259)
2020-07-29 11:55:37.380000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1146857,8.6793859,141,2020-07-29 11:16:31+02:00,2,POINT (8.6793859 50.1146857)
2020-07-29 12:01:12.711000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.113932299999995,8.6788116,116,2020-07-29 11:16:40+02:00,2,POINT (8.6788116 50.11393229999999)
2020-07-29 11:57:03.174000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1137619,8.6791439,141,2020-07-29 11:16:48+02:00,2,POINT (8.6791439 50.1137619)
2020-07-29 11:39:35.688000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1129811,8.6786291,87,2020-07-29 11:16:52+02:00,3,POINT (8.6786291 50.1129811)
2020-07-29 11:52:34.799000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1140725,8.680600199999999,81,2020-07-29 11:16:58+02:00,3,POINT (8.680600199999999 50.1140725)
2020-07-29 11:30:05.948000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.114271,8.6839914,200,2020-07-29 11:17:00+02:00,1,POINT (8.6839914 50.114271)
2020-07-29 11:43:10.759000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1140387,8.6794089,115,2020-07-29 11:17:03+02:00,2,POINT (8.6794089 50.1140387)
2020-07-29 11:43:10.759000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1140387,8.6794089,116,2020-07-29 11:17:03+02:00,2,POINT (8.6794089 50.1140387)
2020-07-29 13:17:18.123000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1135508,8.6787173,190,2020-07-29 11:17:07+02:00,1,POINT (8.678717300000001 50.1135508)
2020-07-29 11:26:17.055000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1146967,8.6877519,115,2020-07-29 11:17:10+02:00,2,POINT (8.6877519 50.1146967)
2020-07-29 11:26:04.595000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1140045,8.6796691,116,2020-07-29 11:17:15+02:00,2,POINT (8.6796691 50.1140045)
2020-07-29 11:25:31.287000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.113902200000005,8.6785224,115,2020-07-29 11:17:21+02:00,2,POINT (8.6785224 50.11390220000001)
2020-07-29 15:22:15.882000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1138916,8.679345800000002,115,2020-07-29 11:17:23+02:00,2,POINT (8.679345800000002 50.1138916)
2020-07-29 11:36:09.227000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1145065,8.6794621,116,2020-07-29 11:17:25+02:00,2,POINT (8.6794621 50.1145065)
2020-07-29 11:36:09.227000+02:00,73BBFAA4-7242-4587-A680-76CB6028CC98,50.1145065,8.6794621,115,2020-07-29 11:17:25+02:00,2,POINT (8.6794621 50.1145065)
