Date Published,DeviceID,Latitude,Longitude,Accuracy,Timestamp,Confidence
2020-09-01 14:03:47.513000+02:00,E7EEE47F-69FF-4F0E-9B1A-49FCC143EE6B,51.50253458982711,-0.13279774016412746,218,2020-08-30 14:33:09+02:00,1
2020-08-31 17:49:15.416000+02:00,E7EEE47F-69FF-4F0E-9B1A-49FCC143EE6B,51.51072740119681,-0.03805471575340261,108,2020-08-30 20:09:00+02:00,3
2020-09-01 12:06:46.468000+02:00,E7EEE47F-69FF-4F0E-9B1A-49FCC143EE6B,51.51922564632371,-0.18985747797895486,115,2020-08-30 20:21:57+02:00,2
2020-08-31 17:21:59.526000+02:00,E7EEE47F-69FF-4F0E-9B1A-49FCC143EE6B,51.571661435758934,-0.12618594653170234,115,2020-08-31 16:45:07+02:00,2
2020-09-01 08:33:25.924000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.59562900235362,-0.006177533642187427,115,2020-08-31 16:51:01+02:00,2
2020-08-31 17:52:05.744000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56805911409309,-0.14455421752672493,82,2020-08-31 16:54:22+02:00,3
2020-08-31 20:49:42.516000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56760441409309,-0.14442211752672485,115,2020-08-31 16:54:49+02:00,2
2020-09-05 09:31:44.208000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56764681409309,-0.14465501752672516,118,2020-08-31 16:54:58+02:00,2
2020-09-05 09:31:44.208000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56764681409309,-0.14465501752672516,117,2020-08-31 16:54:58+02:00,2
2020-09-05 09:31:44.208000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.56764681409309,-0.14465501752672516,117,2020-08-31 16:54:58+02:00,2
2020-08-31 17:23:00.468000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56763841409309,-0.1447118175267228,115,2020-08-31 16:55:16+02:00,2
2020-08-31 17:23:00.468000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56763841409309,-0.1447118175267228,115,2020-08-31 16:55:16+02:00,2
2020-09-05 09:31:44.208000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56772771409309,-0.14462321752672302,115,2020-08-31 16:55:34+02:00,2
2020-09-05 09:31:44.208000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56765341409309,-0.14465261752672376,115,2020-08-31 16:55:41+02:00,2
2020-08-31 17:21:59.526000+02:00,E7EEE47F-69FF-4F0E-9B1A-49FCC143EE6B,51.57160353575893,-0.12610444653170205,115,2020-08-31 16:56:11+02:00,2
2020-08-31 17:26:19.904000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.42699363499401,-0.22018475297491896,119,2020-08-31 16:56:18+02:00,2
2020-08-31 17:26:19.904000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.46992504457272,-0.15069838684925077,117,2020-08-31 16:56:18+02:00,2
2020-08-31 17:26:19.904000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56771774695269,-0.24223658864628977,117,2020-08-31 16:56:18+02:00,2
2020-08-31 17:26:19.904000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.49494366262602,-0.257463039103753,118,2020-08-31 16:56:18+02:00,2
2020-08-31 17:21:12.828000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.56781101409308,-0.14458491752672487,115,2020-08-31 16:57:10+02:00,2
2020-08-31 17:21:12.828000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.56781101409308,-0.14458491752672487,115,2020-08-31 16:57:10+02:00,2
2020-08-31 17:26:58.248000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.504787464896374,-0.07461288341208139,115,2020-08-31 16:59:09+02:00,2
2020-08-31 20:14:37.385000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.503734689453104,-0.2074734549013577,112,2020-08-31 17:01:32+02:00,3
2020-08-31 20:14:37.385000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.503734689453104,-0.2074734549013577,112,2020-08-31 17:01:32+02:00,3
2020-08-31 17:29:45.987000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.5036957894531,-0.207749654901356,115,2020-08-31 17:02:05+02:00,2
2020-08-31 17:29:45.987000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.5036957894531,-0.207749654901356,115,2020-08-31 17:02:05+02:00,2
2020-08-31 17:29:05.439000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.5037316894531,-0.20769625490135546,115,2020-08-31 17:02:44+02:00,2
2020-08-31 17:47:40.194000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.503682589453106,-0.20769425490135518,43,2020-08-31 17:03:05+02:00,3
2020-08-31 17:47:40.194000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.503682589453106,-0.20769425490135518,43,2020-08-31 17:03:05+02:00,3
2020-08-31 17:22:52.819000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.5036365894531,-0.2071441549013553,115,2020-08-31 17:03:15+02:00,2
2020-08-31 17:46:09.939000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.5037415894531,-0.207715454901356,116,2020-08-31 17:03:16+02:00,2
2020-08-31 20:14:37.385000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.5037287894531,-0.20756185490135515,115,2020-08-31 17:03:23+02:00,2
2020-08-31 17:51:00.892000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.5035278894531,-0.20778235490135444,115,2020-08-31 17:05:09+02:00,2
2020-08-31 20:14:37.385000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.503721889453104,-0.20768115490135663,119,2020-08-31 17:05:11+02:00,2
2020-08-31 18:59:04.368000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.5035548894531,-0.20785895490135609,115,2020-08-31 17:06:18+02:00,2
2020-08-31 18:59:04.368000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.5035548894531,-0.20785895490135609,115,2020-08-31 17:06:18+02:00,2
2020-08-31 18:59:04.368000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.5035548894531,-0.20785895490135609,115,2020-08-31 17:06:18+02:00,2
2020-08-31 17:21:59.526000+02:00,E7EEE47F-69FF-4F0E-9B1A-49FCC143EE6B,51.57155563575893,-0.12604114653170484,115,2020-08-31 17:07:20+02:00,2
2020-08-31 20:40:02.658000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.49694694873944,-0.0671404762555601,255,2020-08-31 17:07:27+02:00,1
2020-08-31 20:40:02.658000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.50578656100675,-0.2083677305226112,255,2020-08-31 17:07:27+02:00,1
2020-08-31 17:55:37.249000+02:00,9DFA86F0-1A6B-4C86-9DA7-3E1DCEBF8C1B,51.5037428894531,-0.20757195490135594,115,2020-08-31 17:07:48+02:00,2
2020-08-31 17:46:09.939000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.5037097894531,-0.2075818549013544,115,2020-08-31 17:08:52+02:00,2
2020-08-31 17:46:09.939000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.5037290894531,-0.20758215490135612,115,2020-08-31 17:08:59+02:00,2
2020-08-31 17:46:09.939000+02:00,398B66F0-A8BF-42C9-8939-984F65C0892C,51.5037290894531,-0.20758215490135612,115,2020-08-31 17:08:59+02:00,2
